assessment_id,point_id,lat,lon,avg_condition,avg_functionality,avg_time_effectiveness,avg_cost_effectiveness,avg_env_social
61,18373,41.95450330036835,-54.80763166423178,5.665122730463532,7.124694784194013,1.8029410817115465,3.8791398095408267,6.443201654270253
3,23458,89.97525824472044,-156.07968628655306,7.356880868914486,8.109176509616503,3.936622061577145,1.2139882669656066,9.627919884849511
40,5368,43.988820701377364,-137.00783245030988,0.6853026744005852,5.7644861242018415,5.4411337512172775,3.205723829818207,6.91757408615296
31,49398,46.47559498713542,-109.50173415151414,0.7513702309750392,1.1926416985206745,1.4647102094862385,2.5582138440666835,9.350229389820992
45,64876,25.970999663948433,-127.02069383485734,9.322175879435187,9.265035073687628,6.503364415495485,9.703825666038927,4.670724170240135
79,62658,-17.57268295964119,-80.63456105070087,8.989927812181785,0.7996535242103753,2.537742310099663,0.6466992934530214,6.472485010523565
85,84194,39.445745050787956,-10.64511278853088,4.754556597186469,1.5563659309599442,9.373359956299328,0.7199940087748646,7.679379963188921
58,6903,-13.277451077880535,-56.70199059458584,7.933315723729049,4.26799866999281,0.10235834848561498,4.977704803569084,2.022860077052051
47,84749,-4.63986043129897,-204.02843159964323,4.461195305761275,1.8247476807580598,6.216010612217785,5.448032631763878,8.562182767311107
83,40512,-25.384596891927828,-117.96731594544805,8.498308176115067,4.269526102075551,7.684637673085596,4.217968957441136,7.54476635394941
45,48813,60.935013670427615,-100.44229403617699,5.242395695221054,9.35118574925495,6.617033618928759,5.914282580468444,5.650829839322011
28,94085,49.814969830636855,-121.0696690771514,4.6871365025419305,6.74260946195526,4.071696303944003,7.673827048233267,0.6952596712063153
83,81903,57.20997700972915,-108.10326040483453,1.5479219411569012,3.068859699143327,3.6290324015266218,6.583924806110995,2.158217541131353
81,3430,11.260280024118817,-58.729814902103755,6.426626879809984,7.60789767380404,7.778284480217063,9.40408150334337,2.4004813826039015
90,26433,20.95124012472967,-67.12339719821483,2.1272747496289277,3.4670492342334622,7.333513932259445,9.418438668284177,8.775707590820275
46,50098,74.16387951068148,-130.0192284445275,6.652894835373444,7.293559648896889,9.420868897571037,4.293180833652199,4.083628354364168
67,59967,-22.104280270160494,-68.46949699179453,3.383381266245873,8.91186405478827,2.583390422336734,9.405494218409737,9.818307671206487
35,58374,-10.363199683631656,-81.99417632219966,8.442591695545667,5.270444597785603,3.0492039197506937,1.011399259525435,7.0960973193440235
49,71144,60.975638911879386,-97.55131322084763,7.10351046801991,2.350076922001759,4.302793642893966,9.866878456250303,4.994119194434647
55,48909,0.494892373454789,-142.0082700232316,3.883395880803344,3.31278536451694,3.4798062592247447,5.007915488238972,9.39180805263258
61,47469,37.191837720528845,-44.51289085297377,0.16677353008895834,6.22632374410089,4.066744347452699,9.24771027370238,8.00216131680983
50,58838,-5.185310220023382,-118.55614863040753,0.7662643599156371,4.08737731800895,1.1820133671789124,6.4488039969731235,7.422553605484309
43,84067,-19.009472199547723,-70.52908369397828,2.153337646235103,1.3196716769459627,9.641192690866166,2.085462376774907,8.322906923474292
98,90352,-37.3077784234911,-160.05716264889048,8.278250482941013,6.888226570792915,0.4349236341869833,5.000775153617636,3.2367505906207903
47,56832,79.44298502849117,-79.10765043711723,7.449055499232685,5.0170306272444485,7.757935129381956,0.44409111030982884,8.162667299411098
20,75849,1.9205202200305393,-88.87778403885844,1.2197441638493212,9.2520118980339,5.361400434979854,8.945207845225406,3.284011994695384
78,44259,171.2751641436098,-127.60949929797268,0.3084517556210453,9.758581709697308,1.6881765711459285,4.218645575584152,0.6793296828580775
37,9248,13.442199603744854,-100.36396608265242,4.717164947715119,2.032920564584847,4.224591966410652,2.174129322094233,3.924530827310172
6,88853,58.22271331968702,-117.25368543360581,9.77492243585738,0.7904631867075051,6.539341358625851,8.379311984744662,5.079790043266913
53,5664,-32.55186924193261,-66.8516137564576,1.2119555362342083,8.003108716182197,9.46025571668882,9.217601941924176,2.741911663865918
31,47372,73.18276147131564,-77.52399665771661,7.712716652552092,6.412789224174337,3.853734573203308,1.1284618336941177,1.6423943230313787
9,8833,3.794801826444683,-96.50352017747521,1.6727692301997654,9.914308123121083,4.112516353974266,3.846839168494973,7.77369617016644
73,16740,86.75925494138525,-107.46628912797944,9.932853136257062,3.1718614780140655,4.104973052735287,0.8925867292318279,0.0053091142288341775
23,34313,-17.404917674740744,-169.00397592456693,2.7097168578414776,5.684260815543675,7.5382207751470895,1.3170034462515245,0.7133485390064664
32,67497,-18.80981949425584,-136.76560978564603,4.96624399307364,5.006330388791693,7.985947749990119,4.388409045369586,8.983909757093725
23,27562,22.137369597655216,-94.55993864072039,1.2978257172857588,1.8147752383583282,2.406966454191697,9.716409988453957,5.546355524210174
81,59008,-8.332027447587024,-112.9603002041198,8.474543762186277,3.9127150308207304,3.2009219418388426,3.603230051776606,3.3003950579707153
12,91114,59.29005070729976,-101.85443835967772,3.1017166328028645,4.124857208793269,4.966723838560076,2.8727942959677453,4.028194774788028
5,33112,-49.749558090807966,-107.6688689256668,6.319333799442792,8.930986858552012,7.0464184152044185,9.848816623823128,4.039564791723514
47,24176,14.67693717150798,-114.309793912474,4.629165764485411,1.9001833780234612,6.339093438467398,9.4682421246494,4.821450987917714
50,3166,75.18515385762892,-167.84013355841464,3.5673846393774222,2.387435449707982,6.751532102197682,3.4486466708287535,0.7856679545391088
91,61636,56.28967631529521,-57.32915353782719,9.290123230844351,9.03324726444217,6.542206168303344,1.423370748893037,7.160340959580279
85,39994,-28.237814055625194,-134.7051687443663,4.59203180888292,1.5638118051106675,8.48096882266084,4.356261491989187,4.680535189777469
79,58877,54.83057528426422,-162.43480044103663,1.2567492389612278,2.297004782218326,4.3957948937218845,9.654978969746209,5.872896024861376
5,62524,23.385903647814434,-177.02557016563685,1.775636252610453,5.377328666143306,4.8275278785055145,5.743643026504012,6.717088675707278
41,44166,57.2238615580533,-138.5574486584544,9.061379132501317,7.567359504154609,8.555348734249378,3.162048334189682,3.63330440202011
4,17113,144.59213987259284,-114.81390770315166,3.445962148598931,5.876974691077825,4.063972493997381,5.702964676434381,8.988033936983173
50,99671,22.434577096257676,-168.97753914026657,0.7859806307745065,4.153868829942918,7.995196918010896,8.948448492937734,0.11019706977395405
22,31941,33.92603869963623,-80.14139394540607,1.6229664402355204,1.960540125262683,6.818054169436922,5.574209421843151,8.938485834544196
1,16639,58.89698677814567,-89.96567521981086,3.1481949321672476,0.776882626756008,7.944334935595004,0.35196401361875407,2.975706753953263
32,29249,74.52177068852272,-181.96069939619213,3.998150299306229,2.618094200790073,4.303691825652718,1.1484263529458671,8.010055448450746
87,42924,-0.10999264885095528,-140.6489015642194,6.3296383514013534,3.344651546105416,5.564829672691638,6.739583766536014,6.351780669793014
71,24974,68.47695445820258,-135.84700005436096,2.510859221112419,2.4051715249767236,1.8831887223971178,5.02848588737916,5.841152907153005
75,70703,24.446598743922202,-177.54600585344457,1.144941907136271,0.9703563151491668,5.456918798223805,6.8472782268574335,8.504511913720602
90,11731,60.91095781494851,-99.11465149305856,9.582773437267946,1.1691506607498314,6.630427683249006,6.490015301038072,1.0389394327458323
57,25467,23.51186699275461,-153.74693659287433,7.47924043280984,1.530060829846266,0.1014815181957629,4.987691725991926,6.574057072400953
81,95386,61.36369461949543,-110.66820255584747,2.5761610184350237,5.261829831106679,9.094947356353503,8.699948676106791,1.4281441594839528
93,4282,18.697954367289082,-81.73689005093921,0.3039698990691164,4.5263357981534185,8.473351322373352,8.25653414884455,9.594067405997762
38,10777,15.380304699474102,-143.60979291587378,2.5431725241058456,8.82963158857941,6.947074002838164,3.718211249958233,5.432992324600159
9,86509,80.20711332370405,-19.033385910512195,2.3657207402052105,6.052285580633706,9.504200036738917,4.3820144020673535,6.197282379013922
37,80130,56.29704095447338,-57.93867884277071,7.6770885811810246,5.841116528513435,4.734407874938294,7.6282490285778195,4.224671543402149
11,37445,24.488612829994917,-118.01572879274967,7.4379356750047965,6.03722900318269,1.9024777199765686,6.402551995354174,6.702256007117864
52,34935,2.725428271695719,-197.6585903165692,6.354093341276217,3.15138047178006,7.908693104986748,9.329930611537447,0.6944207673323943
17,31858,32.95197424149996,-98.03631323856615,0.6230307592462181,4.4939559150626005,5.164599916863547,1.6097247576698215,1.462350087101778
62,10197,94.03801688997774,-98.94591679413386,9.851358697291655,7.073028982682882,7.641517086418182,8.626178833370528,6.446590171792282
51,9654,19.150103469203593,-67.84978800971868,8.104301782172932,0.46448319411743877,0.46001101483827966,4.56631630117888,4.446473364927785
51,97787,70.2634461472615,-97.56514288105521,1.087978725393779,5.280461128955871,6.241686716176188,0.3968931416939714,9.947838519079086
67,89688,37.139809058243095,-65.0670651115282,5.015742989520718,3.4491857435055606,0.6616205924161267,6.973186798521179,2.0369110607511534
28,71570,-10.001066944626672,-133.7064908243444,6.564955815368625,9.263371579946316,7.333285021873076,6.232133721675589,4.046600814323432
63,92769,7.077422892667244,-83.13935890612903,1.2545599140902808,7.719488707260456,3.9717475365608115,5.895468169779393,2.944965059864285
78,19898,7.411563034166232,-66.66705924993143,6.946162557980217,5.6593679361347435,3.5064059647578985,7.7396764450319155,6.861646843308947
94,37350,51.349096856309814,-84.19285238594153,9.554178071758654,7.091202260908279,4.593357282271203,2.9642063068813,9.311213005541067
13,11418,15.866120260899248,-146.33575390457383,2.1347949389119494,7.4896349548661165,0.18976530852256812,0.33618292435390384,3.850430786176756
44,49446,65.97047973539355,-75.49186052749877,6.588947666790172,1.6973842269730655,3.5903957846653656,0.5186214631575436,7.71487260465766
85,6991,-28.087010424446973,-154.93679742453656,5.763065399707196,2.030722894275001,0.7266769679278173,4.310184914853336,9.97551802409406
23,64776,32.16574856163519,-98.5127894791344,3.621913811793415,8.808298025604248,9.262358612369804,7.598736724839906,1.869075509744419
61,95178,52.751916245881226,-81.52544716042058,4.384125036020508,7.446044713802905,1.001480725810695,9.540979493130715,6.288982158746754
73,70758,67.3970037474266,-82.60003447969868,3.3899075074382656,9.932761066822861,4.962855781021841,8.961102412478487,1.5205350441716015
38,83730,57.726830008549875,-77.79512539801881,1.2276584495357967,5.685383732909582,5.852026452211776,9.433654655567961,3.3991564831706924
51,71847,73.15074360649544,-135.77482374600402,9.600959131469297,0.580876039426077,8.940137840429975,7.720525282976513,8.359650432326774
63,40372,2.0957327217956703,-154.29124225865087,8.915127404673084,5.532347513837037,5.197587473043398,6.031771978776454,5.687069915549294
63,460,67.5691400543104,-96.57204791952365,7.364833187127074,0.46109119702571144,0.42361826186401275,0.8254311117341662,5.597252640458921
36,12966,76.06160227375517,-120.2811290362015,7.8642880883016675,6.051234231966629,9.052410885814533,9.264299101491604,9.404718554508403
29,86184,34.63551033327548,-187.0557582574362,0.804734035502318,9.819460370495145,5.268218970749574,7.1343352786458825,1.1828533680600617
6,95539,-5.367458865565332,-92.6977118529712,7.295378879161095,7.679964408936618,8.884823067455605,1.1941628835552243,6.680679193176929
77,72251,87.28207382762864,-104.65320178576346,5.29662912728978,4.9187977250533566,4.190175926306302,9.843023107840585,1.9822413153352159
62,50322,122.82004406756731,-125.62072089862504,1.4444200465273827,6.32546652059483,4.487008604939272,0.24860605846781847,9.057112360219033
24,69705,83.61484494530085,-114.75550356286618,5.59063306649358,6.043832145742062,8.420968790740933,1.7351317316773918,1.3725724012640306
93,98958,69.72861937155488,-78.22600183386163,4.951650188936693,0.11068094409774631,0.004791817440773505,4.098023494686674,1.2332099039469768
2,88273,21.136743284316218,-141.13640161033473,7.217089564243862,9.513273895341648,1.3954162239452472,9.986186071584168,1.6405607031329938
5,47976,43.61449552745475,-123.12959596405324,7.76661851457831,4.1602021807718135,3.0784720719346135,2.2537054769310982,5.935626566251867
60,96117,83.4594132598317,-116.12187506965607,7.246642121404017,5.199128340074942,6.65675433941717,9.562521684297185,6.69859610089269
50,25017,40.96842793676723,-95.83467323863992,6.245501623428512,9.848844236337923,0.47183780924752616,7.431321210602895,3.4113881671585
12,34009,-12.251545862610186,-90.91715349627523,3.4291750579627953,8.892284498138274,6.902624082804854,8.402151204528357,2.9267286501779965
24,1668,-1.6797483742812886,-66.85521042240424,4.461350419771949,7.959082671398382,2.4625105990545517,4.100971035339339,3.339316616383975
19,98874,53.541671509470795,-182.5055659069968,3.5293272288411592,5.989037518636905,4.644264250353881,4.696872358375126,7.693330043568242
33,21480,20.448734300478844,-81.03405912268508,3.733654093460225,6.458708158797583,7.290863556244633,3.0434451789194283,6.951197756963014
22,71896,49.40625437399467,-185.47403373652512,6.362708546524528,0.677690349097575,9.81687020967388,8.070337052962872,1.4460660715074491
31,74701,3.761395084047251,-103.68175049297912,2.6462189830333394,4.108025684317686,3.585605630617781,7.640654418713564,0.6323360813377343
4,95505,18.00838478216822,-100.784373028315,1.893478687652419,9.824371050285222,6.393249869848642,2.393042023424432,6.712649228372537
73,79021,10.288146787476641,-113.67143945300701,0.613925928183291,0.4630344973226719,4.683341476229215,2.131792614730993,4.618634263657475
95,88586,82.09187251894082,-145.0979439391798,6.464120334796939,7.990406533007169,3.798335476271496,0.1038073389691907,5.036489283793834
15,78915,75.44984866037827,-105.88744612582832,3.2701930814146696,9.84824946185277,6.055135718653355,5.111730787887759,3.6166419546955
48,13844,21.077758106134404,-117.96817400474787,5.501938363375334,3.546089241706172,4.031557276694972,4.511998961318644,4.105690820476404
40,74077,30.25909863888964,-80.99224022369228,7.1521741256686076,6.341519468823328,1.7146956224105059,6.356251208179572,1.2047973100373521
74,96785,14.56980545309333,-141.18205568135267,5.025515272909803,9.10103602249652,4.481237656145986,4.568864583413557,9.771982970923327
79,85162,53.88047372676395,-52.133853517644965,1.4642248547638759,5.554867836212147,9.57025935733824,4.300539548161173,7.459355550704695
19,29913,63.47687971947056,-185.41314100478908,1.3549163732532465,5.999486303304959,3.6179362009861937,9.167026134920302,8.942534848339754
71,23419,66.32161627936884,-121.12482850488567,2.389892642342172,7.9193528705449925,4.598060586628413,3.3061013271032156,5.318923020021977
62,13946,33.73333299485813,-113.2801972326785,8.375698796091063,4.188117419774065,5.3353048007173225,4.95048628827309,9.125357205586052
42,69844,0.5672745123446106,-100.17009415618216,1.9101761856827126,7.555853480245424,6.159606417084422,9.645272637777154,4.964931649805665
84,1235,-21.061819739118278,-102.14089947288612,9.859635460605597,8.9389446958118,7.505335789309563,4.701163315878865,0.16322825335696067
64,60492,66.2834574269069,-108.580173868047,5.683917568817261,6.40255187772641,5.150746293794023,9.497107943011809,6.467121927884576
78,5210,66.987134409194,-125.05432771774345,6.3243331521414605,3.837048463207864,2.8926584565643143,5.535611386482895,0.31616583257482844
54,97070,81.5801251200416,-141.6760831164317,4.657511400896314,7.319867874329131,9.189467926605522,6.34126867654317,1.0774392037648362
76,69664,57.79826099726119,-96.27137291619367,8.527394624113278,1.1588234837073907,4.927613120297344,7.052050379037981,5.611277360059342
10,76557,57.59235194805972,-67.54608437185442,9.469021360463124,1.2536481583467063,2.7328391384497053,0.9193866334250245,0.19853645664393293
18,84090,-1.9545719762885838,-127.90088621130396,6.137055105345622,5.855448540365309,2.2363913373767765,8.574957513608084,5.545274452213689
2,5524,-0.30798356870903376,-97.92916468499898,6.362582620235662,8.564815413084517,9.640367284612433,9.005893542037327,4.067822273939825
24,78965,7.832578815446055,-172.5092091861175,2.3624489294327966,0.6767418862832741,9.062178565947148,9.101738028571472,1.5431605384270919
93,65015,21.372549431817585,-112.29664691909602,9.95068646939205,9.451118865469075,2.400775587548185,7.6421681906833,4.754278397362698
63,15439,-9.326093348803795,-104.64830270744686,6.6930612785330945,7.497206828567591,8.411703279510546,9.181127944727516,3.793255051940465
88,23043,40.61009847373893,-147.77138904368312,9.730618138202026,1.9276911202214408,1.1159734631761942,1.0159758764699178,9.169890296799279
40,66247,63.678281944168305,-109.72346469838844,2.2620656251035562,7.866523846345986,8.360137697713757,9.36178594895371,1.4606284083505694
11,47862,46.56701485313471,-211.66141239894125,0.4493550812704705,9.932469498049336,7.9060902121357755,3.614465477791734,0.5397913797268639
18,50876,-14.331506569382825,-162.64384879685474,9.568328521071338,3.680336519634472,3.344713327849924,8.574083115872545,0.703956321319068
37,85104,75.8057898733816,-99.45642690364772,6.451959038009626,5.530015773778151,5.992966938959093,6.414197907163322,1.8486641663313663
27,71799,55.520089739976285,-110.92999215164077,4.289350521612941,5.339015178252426,7.124857744608053,0.886472448008182,3.274813070729856
86,36767,35.097969811961555,-63.2155900119577,5.578891792581137,9.35464573483168,2.5223361029293754,3.035204604749441,1.3167265476508283
92,12857,6.14998976725812,-136.52474224763094,6.4240268098196225,9.713948360589509,6.421940405834902,5.857125458017917,4.0351313841578875
93,77148,-18.49572429809389,-123.39821104991545,9.010428448137416,1.641412122798438,8.13346529079491,8.314063789146052,1.4192134611031504
36,5518,36.781818675990145,-121.73902244899071,1.0191837518800184,5.283134446787488,7.986563097584352,0.8464584743304548,3.659024180539986
13,75872,0.7913546017710047,-135.51606568015592,1.0984335408788393,4.139103413468543,7.209745041710981,6.78483471541239,7.781924514283261
44,89869,58.308526711909415,-144.01709082424003,8.936920057690923,1.9584978507446482,3.5129831289807143,4.679776905958393,1.832916091038469
43,22240,2.084369957349182,-50.04761767581066,7.12562933739439,8.92221039094833,3.5056238729923495,4.385646323744398,4.547542160896553
16,48316,58.0048364142662,-131.25463210393016,6.397670239747356,7.132388429691741,7.649234922294875,1.2771586762318332,4.0590240080941005
32,57178,80.1969339333944,-143.67950999645427,2.5460646731951253,5.740091017624262,1.3912966329433452,2.675434898004012,1.42103981496973
25,74162,19.511239490532212,-159.54615504161367,8.983108373602457,1.2335507188186445,3.8690200430507407,7.106765496523176,3.290328921180806
60,79039,20.110621086459947,-118.18197944302968,0.1183730317556353,2.5970730917803984,4.847728726670807,6.780145484974415,2.8131128272567194
88,2724,44.64146162874071,-97.0922399774491,6.813287668781443,6.054675351125783,9.126750688515159,8.10391557222591,0.10678643115429431
86,64963,2.0195271992058608,-91.32451295243966,6.579052610132171,2.969050728424926,2.4808575567719657,9.007400202345481,1.2630349796933116
85,1020,35.05502591025621,-120.82457840828897,4.962283459411414,4.415131354861655,6.098019246092411,1.6142223208812556,7.8398505827383165
51,28573,63.15329002154373,-105.3164260604533,3.9657867810681724,3.4641232022257142,7.931223892826066,1.7080466304785136,0.579037351342857
93,8649,49.138325199294975,-100.36302393310457,6.851570812331477,7.736636636338929,9.094295481318722,4.787422054856686,4.013754409608702
26,24336,49.79375657210143,-112.21258253477251,8.909921524800916,7.455876927019228,8.832326811720709,0.08979831867822141,5.139357304159352
85,89191,39.03633837239158,-53.48811958833181,0.5774079751088501,6.841030728979507,9.096841852884879,1.5966806377267795,5.4982238301449335
42,6889,48.62678035715984,-196.02863290421786,8.948553890886988,2.0950909254175096,6.20029352596995,5.362160057212414,0.9045106922389756
1,20951,20.203781507792065,-64.57843332984869,9.021396069009013,6.054988617814875,8.078725850294905,4.008642949954906,6.898788356416091
69,22023,61.157222327923506,-84.21236034848947,5.416446922929595,1.7606101554948783,2.442253494613488,1.2123797655011115,3.74068749359316
45,13036,47.67411506490218,-73.83427034313885,1.403708123248102,9.64643642331292,7.040327149218096,7.621514355235542,7.880554093587002
9,83543,19.277125646862252,-178.92716199667356,4.681181249685404,1.5966895440707285,6.1561108010830115,5.725444758887313,7.692816054510201
10,4751,48.59002363991595,-68.09829196114708,5.809621990091857,9.6330006325132,1.165494507872188,4.378169218816418,8.476638640056013
66,24322,61.66155617451299,-194.5672585937023,8.369375633149742,5.968946636435967,2.537327235008553,6.3929675822937835,3.415437442394097
46,71753,29.901327747749754,-191.86737823906935,7.487226718084209,4.024376332117021,7.712064842678467,9.81610284856828,8.29659520197451
45,58348,101.24064344220062,-77.16098967367527,0.7140358550715376,1.693149187124483,3.225825564297553,5.3444064160226645,2.790751473906848
83,47654,-9.116476867157033,-125.01924894110718,3.3779551226423763,2.602008851222113,8.696615837751239,5.819417272215553,7.30005988587738
30,5462,50.969976737601236,-138.0979328749795,7.211998992794926,4.6631988903699115,3.7652180274279665,1.1526805868422685,2.8852023421882436
100,53889,30.88841689619264,-162.41649393651397,0.5609744853143583,3.47203675762361,3.393019074743716,5.355777758331829,6.97159045280853
36,40221,58.85461644837967,-131.32133530801457,2.1153888215250483,8.70426422221997,5.426471266533984,7.843601285160219,4.736127283723894
30,92756,42.45983858813244,-143.86876124872845,9.440502562284758,7.808220211644188,2.5889860916992156,9.241472507179529,6.061540163125575
68,15749,14.922649768344279,-104.01073901194508,6.495654113103111,8.739241485137416,0.012015923297432618,7.339068313751068,8.097325206182918
91,13689,88.26929907091073,-86.15544963762571,1.3156048315544222,8.508786923988465,3.5393161618712465,0.20946210875995241,1.9679878210495783
74,68702,17.391848726669934,-58.01482083016737,0.5697535470213944,7.578874491423679,0.15915422623508202,7.194874992695738,0.09111140965428421
83,45324,63.96018689777578,-104.41173988481992,3.6085467049346787,3.2040737967044097,5.028746058834404,6.959720731412011,3.967078455248755
57,30845,68.15092805271783,-35.62091717788823,0.5105285027015694,8.30252793322889,8.057819950226042,3.7817357529468607,5.337771741378289
99,37632,70.92581523554148,-76.91476769034423,9.722434595782097,4.551230589402632,8.728684599416512,1.9268418311560032,8.506657949503664
73,9052,22.486126354903845,-98.66769647172721,7.201848155054934,7.861500447406212,2.7002010664935527,7.9615420947043205,1.2940272121405505
51,79288,53.8706395297376,-60.63923431508817,7.681526191112182,6.258042144638523,8.38382949400753,7.722073721481111,2.6846911862152547
25,28189,-17.676768373229088,-106.97506897487031,8.145709164159406,6.894199445764476,4.617797407767192,3.176337323634224,0.11296708349987417
49,41033,48.20496406552527,-104.7105896509292,8.455995031487866,1.0370694423573112,3.673963944200916,6.255197802067059,7.529404161102028
49,26939,33.726465691851246,-79.57055450883868,2.1241347181160597,1.5112000608643672,0.9319697859108322,8.23392439266984,9.331236660384528
65,66238,106.64996146404346,-152.37652661701836,1.3669497772799455,7.8997148819117164,1.2001070308780104,3.114168167763851,3.969418122174573
73,96293,9.048804877057997,-106.75675379565567,1.7650300336850244,8.24294533793771,8.826785117550566,5.918131259307165,1.6344717351571236
98,40287,-37.82634959177348,-183.25191013264168,5.391264737198096,1.7448322635813718,4.744551853967458,0.5940682758492066,5.956328746010431
68,57587,94.65826646562745,-83.23400850558082,1.7539403804052267,7.294630495980808,8.29322577764571,3.7794532271380845,2.5585717664447563
71,87732,37.04088795989243,-88.74093090122187,2.6876164905305377,6.047227589438631,9.053243261063528,3.5317533677723434,7.516972511134367
81,35788,0.40625339549831807,-88.43767171071079,7.906893473637259,6.233637151328438,0.9414664349460611,4.137326139545694,6.065601412963179
73,80865,21.014333926191906,-89.82710686361266,8.120968319271041,0.8556014078342078,6.361628298837027,8.636065555503329,2.0823801861772093
41,99180,21.715720426381356,-123.4273030767729,4.033337647029409,7.8226437347141164,5.655054337876053,7.959915168342584,4.143991929365043
64,74781,40.500502437005906,-62.623320136978165,4.718777545007423,8.200793096470044,0.5820644047810342,6.075282311641623,0.7173155540723741
49,82273,-26.506594129426688,-91.3826212477023,7.825114760623501,8.591090812452034,9.474690155547302,1.5288579301051763,8.310176944511202
17,44693,18.383611443550166,-85.82612148155798,6.440801365582737,2.168735216786939,7.603433176518893,3.8286825873281494,3.0902127653702225
9,81823,40.78507173881604,-117.65914177563101,6.1572289516336065,3.501997185824204,2.6398682908098356,4.175550877772189,8.586687714406104
85,17165,30.927973677421157,-116.93113214405835,5.935879229979644,8.82242471020252,9.018640508775094,3.6030154537553094,2.217752903297976
10,24721,35.79759733122811,-112.42465172578633,8.013424842558065,6.790386063437683,9.993409775022124,7.714039272343083,5.160941515634134
12,92789,-45.06923431123242,-170.6859204556783,2.8068256053876226,4.394561551128353,5.817357683704384,6.795059502355569,3.1548685548706334
33,70997,34.217028298002504,-48.872413340081465,2.292707126775495,2.0740093284474237,3.844566187577021,2.3828273624856857,0.8078143354566236
14,43097,53.863940920075166,-84.95245000887928,1.8907941901723735,4.5979790928366135,2.1974892041407443,6.863044313328915,7.850776471005964
22,16738,54.10938616156389,-170.7074717958285,3.868388046636438,3.353033620725545,1.2996651115603142,7.9348231692402855,7.2316660058104185
59,22115,1.4065041359104669,-136.08403471501668,5.710841932969557,9.353400399553369,7.103573981365718,4.734218941812721,5.367212156555833
97,49082,55.67120705591057,-244.3205837361468,2.0173002437651166,9.083947945694426,5.410027813067045,0.3432332511894931,0.45355354108077117
1,34132,9.063348278815493,-92.53799789462326,2.598243465821618,5.570225300660483,4.924485323365342,9.012433445904385,4.8943568111946565
25,90043,4.2080486442473415,-119.0449049922728,6.08774674984144,8.201673242946171,5.04786411550992,7.465002770965232,9.999559489304758
77,66122,76.48868584915344,-165.77888727440703,5.552089198964445,4.599768868654184,8.250801393645675,7.327859937263545,8.588748792461097
10,81822,-11.421036056421258,-154.58259781085917,5.733331793741893,5.656909443203749,4.606841296671009,5.802672947071697,7.525269708465542
